,관광지명,검색명,분류,주소,좌표(x),좌표 (y),봄,여름,가을,겨울,여자,남자,10대,20대,30대,40대,50대,60대,운영시간,주차장소,소요시간,사진,설명,휴일,전화번호,홈페이지
155,대학로,대학로,A02030600,서울특별시 종로구 혜화로 12,127.0005573224,37.5869078301,85.0,0.0,15.0,0.0,38.0,62.0,0.0,3.0,13.0,45.0,27.0,12.0,,주차시설이 많지 않고 골목이 좁아서 대중교통을 이용하는 것이 좋다.,None,http://tong.visitkorea.or.kr/cms/resource/86/1554786_image3_1.jpg,"서울 종로구 종로5가 사거리에서 혜화동 로터리까지 1.1km에 이르는 가로로서 이 일대의 특성을 살려 문화예술의 거리로 개방하면서 『대학로』라는 명칭을 사용한다.마로니에 공원을 중심으로 문예진흥원, 문예회관 등 각종 예술단체와 공연장, 화랑 등 문화시설이 밀집한 대학로는 예술과 문화의 거리로 성장했다.우리나라 연극공연의 중심지이며 크고 작은 극장과 개성 있는 패션, 문화, 맛집들이 즐비한 복합문화지대이다. 서울대학교 병원 건너편의 마로니에 공원 주변에는 주말마다 다채로운 거리공연이 펼쳐지고 봄, 여름에는 특색있는 거리축제도 열린다.서울시에서 '젊음의 거리’로 지정받기도 한 대학로는 다채로운 거리공연이 끊이지 않고 상징적인 조형물이 설치되어 있어 지나는 이의 발걸음을 멈추게 하는 곳이다. 또한 다양한 먹거리로 많은 사람들이 모여드는 서울의 명소로 친근성이 우수하다.<br>",연중무휴,02-2148-1853,
156,대학로 거리공연축제 2020,대학로 거리공연축제 ,A02070200,서울특별시 종로구 대학로8길 1,127.0023906561,37.5809974394,25.0,24.0,20.0,32.0,57.0,43.0,0.0,3.0,12.0,40.0,34.0,11.0,None,None,기간내자유,http://tong.visitkorea.or.kr/cms/resource/77/2656277_image2_1.jpg,"올해로 14회째를 맞이하는 대학로거리공연축제가 2020년 6월 5일(금)부터 7일(일)까지 3일간 온라인 중계로 개최된다. 올해는 ‘문득, 상상처럼’이라는 주제 아래 3개의 공동제작공연과 그 외 15개의 초청공연이 펼쳐진다. 특히 메인 프로그램이자 공동제작 프로그램으로 극단 사다리 <내친구 양말목>,마임공작소 판의 <유령기사>, 42프로젝트의 <이러지말자>가 공연될 예정이다. 2020 대학로거리공연축제를 통해 상상력이 사라진 세상, 상상이 그리운 일상 속에서 ‘문득, 상상처럼’ 예술이 주는 상상력을 만나볼 수 있다.",None,02-741-4188,https://www.d
157,대학로예술극장,대학로예술극장,A02060600,서울특별시 종로구 대학로10길 17,127.0031461125,37.5820584406,0.0,0.0,8.0,92.0,32.0,68.0,0.0,3.0,10.0,61.0,22.0,4.0,09:00~22:00,주차 가능,공연에 따라 다름,,"<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 임시휴관 (2020.12.08 ~ 2020.12.18)</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>대학로예술극장은 대학로 공연예술 활성화를 목적으로 지하 4층, 지상 5층 건물에 504석 규모의 대극장, 150석 규모의 소극장을 갖춘 공연예술장이다.대극장 1,2층은 총 504석의 부채형 객석과 프로시니엄 무대로 이루어져 있다. contemporary  theater를 표방하고 있는 대극장은 관객과 무대가 가까이 호흡할 수 있도록 객석과 무대의 거리를 좁혀 공연의 생생한 감동을 전달할 수 있다.<br /><br />* 개관일 : 2009년 3월<br>",공연에 따라 다름,한국공연예술센터 02-3668-0007,http://theater.arko.or.kr
158,대한민국 산업기술 R&D대전 2020,대한민국 산업기술 R&D대전 ,A02070200,온라인개최,127.05913189450001,37.5118092746,0.0,0.0,100.0,0.0,67.0,33.0,3.0,5.0,3.0,33.0,41.0,16.0,None,None,기간 내 자유,http://tong.visitkorea.or.kr/cms/resource/84/2563684_image2_1.JPG,"산업기술의 꿈, 당신의 미래! Industrial R&D for your tomorrow! 2020 대한민국 산업기술 R&D대전이 2020년 12월 16일부터 18일까지, 총 3일간 온라인으로 개최된다. 미래산업을 주도할 혁신적인 신기술·신제품 개발 성과 공유 및 연구개발자의 자긍심 고취를 통한 산업기술 R&D 대국민 공감대를 형성하는 기회가 될 것이다.",None,042-712-9231,http://www.ktechshow.or.kr
159,대한민국 향토식문화대전(&국제탑쉐프그랑프리) 2020,대한민국 향토식문화대전 ,A02081300,서울특별시 서초구 강남대로 27,127.0396016001,37.4672141004,97.0,3.0,0.0,0.0,41.0,59.0,0.0,0.0,1.0,8.0,58.0,33.0,None,None,약 3-4 시간,http://tong.visitkorea.or.kr/cms/resource/83/2643783_image2_1.bmp,"대한민국향토식문화대전 및 국제탑쉐프그랑프리축제는 국,내외 식생활/음식문화 발전과 세계의 미식문화를 한자리에서 모아 정보교류활동과  향토유기농 특산물과 식문화의 장점을 널리알려 대중화 및 체득할 수 있는 자리로 농수산/식품산업 활성화 및 관광인프라 확대를 통한 관광객유치 등 우리음식 세계화를 달성하고 전통을 계승하고자 한다.(전시체험,요리경연대회,학술세미나,부대행사)",None,02-511-154002-511-1540/ 010-2750-4432,http://www.foodcf.co.kr
160,대한민국국제포토페스티벌 2020,대한민국국제포토페스티벌 ,A02070200,서울특별시 서초구 남부순환로 2406,127.01071502020001,37.478526157800005,24.0,27.0,23.0,27.0,58.0,42.0,0.0,2.0,11.0,51.0,22.0,13.0,None,None,1-2시간,http://tong.visitkorea.or.kr/cms/resource/50/2654450_image2_1.jpg,대한민국국제포토페스티벌은 대한민국의 수도인 서울에서 해마다 펼쳐지는 큰 규모의 사진 및 시각예술축제이다. 참신하고 역동적이며 명징한 메시지를 전달하기위해 해마다 변화와 혁신의 고민을 통해 동시대 사진문화의 방향성을 제시하고 있다. 전 세계 20-30여개국의 작가 120여명의 작품 1000여점의 사진작품이 전시되고 있다.,None,02-313-9539,http://www.kipf.kr
161,대한민국역사박물관,대한민국역사박물관,A02060100,서울특별시 종로구 세종대로 198,126.9777819886,37.5739117094,37.0,19.0,21.0,23.0,57.0,43.0,0.0,2.0,8.0,43.0,24.0,24.0,"평일 10:00~18:00<br />
※ 수요일, 토요일은 21:00까지 야간개장<br />
※ 입장시간 : 관람 종료 1시간 전까지 가능",없음 (인근 공용주차장 이용),약 1시간~1시간30분,http://tong.visitkorea.or.kr/cms/resource/17/2378617_image2_1.jpg,"<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 임시휴관 (2020.12.08 ~ 2020.12.18)</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>대한민국역사박물관은 19세기 말 개항기부터 오늘날까지의 대한민국의 행보를 기록한 박물관으로, 2012년 12월 26일에 개관한 최초의 국립 근현대사박물관이다. 박물관은 고난과 역경을 딛고 발전한 대한민국의 역사를 전시, 교육, 조사∙연구, 자료의 수집을 통해 국민과 공유하고자 설립되었다.박물관은 대한민국의 역사를 시대별로 4개의 전시실로 나누어 설명하고 있다. 제1전시실에서는 ‘대한민국의 태동’, 제2전시실에서는 ‘대한민국의 기초 확립’, 제3전시실에서는 ‘대한민국의 성장과 발전’, 그리고 제4전시실에서는 ‘대한민국의 선진화, 세계로의 도약’을 주제로 전시가 구성되어 있다.어린이 박물관 ‘대한민국 역사꿈마을’에서는 어린이가 직접 체험하면서 근현대사를 배울 수 있다. 또한 근현대사 전반에 걸친 다양한 주제의 특별전시를 통해 대한민국 근현대사에 대한 심층적인 내용을 살펴볼 수 있다. 박물관에서 다양한 교육프로그램과 문화행사도 운영하고 있다.","1월1일, 설, 추석",대한민국역사박물관 02-3703-9200,http://www.much.go.kr
162,대한성공회 서울주교좌성당,대한성공회 서울주교좌성당,A02010900,서울특별시 중구 세종대로21길 15,126.97604900540001,37.5671457978,18.0,15.0,20.0,47.0,56.0,44.0,0.0,7.0,18.0,48.0,23.0,5.0,월~토 11:00~16:00,있음,None,http://tong.visitkorea.or.kr/cms/resource/49/755849_image3_1.jpg,"이 건물은 대한성공회 서울교구 주교좌성당으로서 조선 성공회 3대 주교인 마크트롤로프(Mark Trollope) 주교가 1922년 영국인 아더 딕슨(A.Dixon)의 설계대로 착공하여 1926년 5월 2일에 미완성인 채 992m²(300평)의 3층 구조로 헌당식을 가졌다. 이후 1993년에 원 설계도를 영국의 한 도서관에서 찾게 되어 본래 모습대로 1996년에 완공하였다. 이 성당 건물은 로마네스크 양식에 한국 전통 건축 기법을 조화시킨 아름다운 건물이다. 외형은 십자가 형태로서 다양한 선이 조화를 이루고 있고 성당 내부에는 좌우로 12사도를 상징하는 돌기둥이 서 있고 전면 반원형 벽면에 예수 그리스도의 모자이크상이 새겨져 있으며 지하 성당에는 트롤로프 주교의 유해가 안치된 동판이 새겨져 있다.<br /><br /> * 규모 : 지하 1층, 지상 3층<br />* 초창시 건축면적: 519㎡(157평), 연면적 909㎡(275평)<br>",매주 일요일,02-730-6611,http://www.cathedral.or.kr
163,더 스파 인 가든파이브,더 스파 인 가든파이브,A02020400,서울특별시 송파구 충민로 10,127.1189829431,37.4787114155,24.0,20.0,24.0,32.0,66.0,34.0,0.0,3.0,22.0,46.0,19.0,10.0,"* 찜질방/사우나<br />
- 주간 : 05:00~20:59<br />
- 야간 : 21:00~04:59<br />
- 주말, 공휴일 : (토)05:00~(월)04:59","있음(약 7,000대 주차 가능)",None,http://tong.visitkorea.or.kr/cms/resource/57/2031357_image3_1.jpg,"서울 문정동의 복합쇼핑몰  '가든5' 10층에 자리한 스파인가든파이브는 총면적 6,600㎡의 대규모 스파시설로 욕탕과 찜질방이 통유리로 되어있고, 이탈리아산 대리석, 개인샤워실의 칸막이 등 고급 인테리어로 꾸며져 있다. 찜질방은 2개의 불한증막과 아토피 치료방, 산소산림욕방, 아이스방, 참숯방, 빛소금방 등 7개의 찜질방으로 갖추고 있다. 이 중 불한증막은 경기도 양평에서 가져온 소나무를 때는 재래식 방법을 쓴다. 아이들은 위한 아토피 치료방은 살균 효능이 있는 편백나무로 마감했다. 부대 시설 중에 VIP대여룸은 사전예약을 해야하며 스낵바 맞은 편에 있는 북까페에는 1만여권의 책이 비치되었는데, 대여비가 있다. 150인치 대형스크린의 무료 영화감상실은 눕기 편한 리클라이드 의자 40개를 갖춰놓은 소규모 영화관이다. <br>",,02-404-2700,http://www.spagarden5.co.kr
164,더케이아트홀,더케이아트홀,A02060600,서울특별시 서초구 바우뫼로12길 70,127.03305772120001,37.4682610838,0.0,16.0,41.0,43.0,59.0,41.0,0.0,1.0,5.0,31.0,34.0,29.0,공연에 따라 다름,주차 가능(07:00~23:00 운영),공연에 따라 다름,http://tong.visitkorea.or.kr/cms/resource/83/759783_image3_1.jpg,"더케이아트홀(구, 서울교육문화회관 대극장)은 대자연의 맑은 공기와 정취 속에 자리하고 있다. 완벽한 주차 시설과 편리한 교통을 갖추고 있으며 연극, 음악, 무용, 뮤지컬, 콘서트, 오페라 등 다양한 문화 행사를 개최하고 있다.<br>",,더케이아트홀 02-526-9680,http://thek
165,더페이지갤러리,더페이지갤러리,A02060500,서울특별시 성동구 서울숲2길 32-14,127.0428990795,37.5456689391,28.0,25.0,30.0,18.0,61.0,39.0,0.0,3.0,11.0,39.0,28.0,18.0,화~일 10:30~18:00,,,http://tong.visitkorea.or.kr/cms/resource/89/2368189_image2_1.JPG,"더 페이지 갤러리는 2009년 서울에 개관한 이래 한국 현대 미술을 밀도감있게 전시해오며 아시아와 세계 각 국의 현대미술을 대중과 소통하는 여러 전시를 통해 더 페이지 갤러리만의 독창성을 추구하며 한국의 대표적 갤러리로 입지를 다져왔다. 특히, 한국미술의 진보적 태도와 인문학을 바탕으로 한, 기하학적 형태의 논리 정연한 작품들을 선보였고,한국 현대미술만의 독특한 시선에 주목하며 최명영, 김춘수, 이교준, 나점수 등과 같은 한국 대표작가들의 전시를 꾸준히 선보이고 있다. 또한, Yin Zhaoyang, Xu Bing, Ding Yi, Tan Ping 등과 같은 중국 현대 미술 작가들의 전시를 비롯하여 Alex Katz, Sam Francis 등의 전시를 선보이며 동시대적 미술의 흐름을 반영하고 있다. 앞으로도 더 페이지 갤러리는 한국 현대미술을 알리는데 활발한 활동을 펼침과 동시에국내외 신진 작가들과의 전시와 진지한 교류를 통해 질적, 외적으로 다양성을 추구하며한국 미술의 활성화에 힘쓸 것이다.<br>",월요일 및 공휴일,더페이지갤러리 02-3447-0049,http://www.thepage
166,덕수궁,덕수궁,A02010100,서울특별시 중구 세종대로 99,126.97492969049999,37.5661486714,38.0,14.0,39.0,9.0,66.0,34.0,0.0,3.0,8.0,38.0,28.0,24.0,"입장시간 : 09:00~20:00<br />
관람시간 : 09:00~21:00<br />
※ 야간 개방 오후 21:00 까지<br />
※ 매주 월요일 휴궁",없음,None,http://tong.visitkorea.or.kr/cms/resource/65/1946565_image3_1.jpg,"<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 석조전, 중명전 임시휴관(2020.08.19 ~ 상황 종료시)</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>사적 제124호의 덕수궁은 본디 왕궁이 아니었다. 원래 성종의 형인 월산대군(1454∼1488)의 집이었으나, 1592년 임진왜란 때 왕궁이 모두 불타서 1593년 행궁으로 사용하기 시작하였다. 선조임금은 의주로 피난갔다가 한양으로 환도한 뒤 덕수궁에서 머무른다. 선조의 뒤를 이은 광해군은 1608년 이곳 행궁에서 즉위한 후 1611년 행궁을 경운궁이라 고쳐부르고 7년동안 왕궁으로 사용하다가 1615년에 창덕궁으로 옮기면서 이곳에는 선왕인 선조의 계비인 인목 대비만을 유폐시켰다. 1618년에는 인목대비의 존호를 폐지하고, 경운궁을 서궁이라 낮추어 부르기도 하였다. 1623년 인조반정으로 광해군이 폐위되고 인조가 이곳 즉조당에서 즉의하고 창덕궁으로 옮긴 이후 270년 동안은 별궁으로 사용되었다. 1897년 고종황제가 러시아 공관에 있다가 환궁하면서 이곳을 다시  왕궁으로 사용하게 되었는데, 그때부터 다시 경운궁이라 부르게 되었고 그 규모도 다시 넓혔다. 그리고 고종 황제는 1907년 순종에게 양위한 후, 왕궁을 창덕궁으로 옮긴 후에도 이곳에 거처하였는데, 이때부터 고종 황제의 장수를 비는 뜻에서 덕수궁이라 부르게 되었다. 이런 까닭에 요즘와서는 경운궁이라는 본래의 명칭을 사용해야 한다는 주장도 제기되고 있다.덕수궁에서 지난 날 많은 건물이 있었으나 현재  18,635평의 경내에 남아 있는 것은 대한문,중화전, 광명문, 석어당, 준명당, 즉조당, 함녕전, 덕홍전 및 석조전 등에 불과하다. 덕수궁은 특히 구한말 비운의 황제 고종이 일제의 압박으로 양위를 강요당하고, 한 많은 여생을 보내다가 1919년 1월 22일 덕수궁 함녕전에서 일제에 의해 독살당하여 돌아가신 것으로 알려져 3·1 독립운동의 직접적인 계기가 되었던 곳이다.<br /><br />* 대한문 - 대한문은 현재 덕수궁의 정문이다. 이문의 원래 이름은 대안문(大安門)이고, 궁궐의 동문이었다. 대안문은 1906년에 다시 지으면서 '대한문' 이라고 이름을 붙였다. 현판 글씨는 당시 한성부 판윤을 지냈던 남정철이 썼다.<br /><br />* 광명문 - 이 문은 왕의 침전인 함녕전의 정문으로 광무 8년(1904)에 큰불이 나서 타 버린 것을 같은 해에 다시 지었다. 1938년 석조전을 미술관으로 개관하면서 정동에 있던 흥천사(興天寺)의 범종과 창덕궁 보루각에 있던 자격루를 지금의 자리로 옮길 때 같이 옮겨 세웠다.<br /><br />* 석조전 - 대한제국때 외국 사신들을 접견하던 곳이다. 광무 4년(1900)에 착공하여 융희 3년(1909)에 준공한 석조 건물로, 조선왕조에서 마지막으로 지은 큰 규모의 건물이었다. 건물의 외관은 19세기 초 유럽에서 유행했던 신고전주의 양식을 따른 것으로 정면에 있는 기둥의 윗부분은 이오니아식으로 처리하고 실내는 로코코풍으로 장식하였다. 전체는 3층인데 1층은 접견 장소로, 반지하층은 시종인들의 대기 장소로 사용되었고, 2층에는 황제가 거처하였다. 광복 후에는 미소공동위원회 회의장, 국립박물관,국립현대미술관, 궁중유물전시관 등으로 사용하였다. <br /><br />* 함녕전 - 보물 제 820호로 지정된 함녕전은 1897년 건축하여 고종황제가 거처하던 건물로, 1904년 화재로 인해 소실된 것을 같은해에 복원하여 오늘에 이르고 있다. 고종황제는 1919년 1월 21일 이 함녕전에서 돌아가셨다. 그 후 비어 있던 이곳에 당시에 사용하던 가구, 서화, 집기 등을 배치하여 100여년 전의 궁중 생활상을 새롭게 재현하였다. <br /><br />* 중화전 - 대한제국(大韓帝國)의 정전으로 조선 제26대 왕 고종(高宗, 1852~1919 재위 1863∼1907)의 근대 국가 건설에 대한 자신감을 엿볼 수 있는 곳이다. 특히 정전 안에서 어좌(御座) 바로 위의 닫집을 보면 용을 한 쌍 볼 수 있는데 이는 정전 천정의 용과 같은 문양으로 덕수궁이 대한제국 황제의 황궁이었음을 보여 주고 있다. 지금 남아 있는 중화전은 1902년에 중층으로 건립되었으나 1904년 화재로 소실된 후 1906년 단층으로 중건된 것이다.<br /><br />* 중명전 - 중명전(重明殿)은 러시아 건축가 사바틴(Seredin Sabatin)의 설계로 1897년부터 1901년에 걸쳐 건립된 황실도서관이다. 지상 2층, 지하 1층의 서양식 건물로 처음에는 수옥헌(漱玉軒)이라 불렀다. 2009년 12월 복원을 거쳐 2010년 8월부터 전시관(‘대한제국의 운명이 갈린 곳, 덕수궁 중명전’)으로 일반에 공개하고 있다.<br /><br />* 그 밖에 석어당, 준명당, 즉조당, 정관헌, 덕홍전, 보루각 자격루 등이 있다.<br>",매주 월요일,"사무실 02-771-9951<br />
안내실 02-751-0734<br />
석조전 안내실 02-751-0753",http://www.deoksugung.go.kr
167,덕수궁 대한문,덕수궁 대한문,A02010300,서울특별시 중구 세종대로 99,126.9764851364,37.5650349403,18.0,16.0,50.0,17.0,54.0,46.0,0.0,3.0,9.0,31.0,32.0,24.0,,,None,http://tong.visitkorea.or.kr/cms/resource/26/1569126_image3_1.jpg,"※ 19_20 한국관광 100선 ※<br /><br />정전인 중화전이 건립되기 전까지는 인화문을 사용했으나 1902년 궁궐을 크게 중전 하면서 중화전과 중화문, 그리고 와삼문인 조원문을 세워 법전의 체제를 갖추었다. 그리고 인화문의 자리에는 건극문을 세우고 조원문 동쪽에 대한문을 세워 정문으로 사용했다. 1904년 (광무8)재건하면서 대한문으로 고쳐 불렀다. 정동(正東)에 동향한 정문(正門)으로, 석계(石階) 위에 삼문(三門)을 만들어 세웠다. 지금의 문은 도로 확장에 밀려 뒤로 물려졌고 석계는 노하(路下)에 매몰되어 있다. 지붕은 우진각기와지붕이다. 보통 정문은 돈화문(敦化門) · 홍화문(弘化門)과 같이 중문이나 이 문만은 단층이 되었는데 이는 중화전이 단층으로 재건됨에 따른 조화를 이룬 구성이었다고 보인다.<br>",,02-771-9951,http://www.deoksugung.go.kr
168,덕수궁 돌담길,덕수궁 돌담길,A02030600,서울특별시 중구 세종대로 지하 101,126.97489358530001,37.566082012399995,0.0,59.0,41.0,0.0,73.0,27.0,0.0,1.0,21.0,21.0,36.0,21.0,상시 가능,없음,None,http://tong.visitkorea.or.kr/cms/resource/50/2658350_image3_1.jpg,"기존의 도로를 보행자 중심의 도로로 재정비하고, 보행자를 위해 보도와 차도 공존도로 및 푸르름이 가득한 가로공간인 녹도의 개념을 복합적으로 도입한 우리나라 최초의 사례로 길이는 900m이다. 자연친화적인 점토블록 및 보행자의 안전한 보행권 확보를 위해 차도에 석고석 포장(페이빙스톤) 실시하였고, 시민들의 휴식 공간을 위해 느티나무 외 2종 130주 식재, 평의자 20개 설치하였으며 주변의 역사적 시설인 덕수궁과 연계한 역사적 가로 경관의 창출 및 가로환경 개선하였다.낭만이 가득한 덕수궁 돌담길은 연인들이 걷기에 더없이 좋은 곳이며, 주변에 서울시립미술관과 서울역사박물관이 있어 문화산책 코스로도 제격이다.<br>",연중개방,02-120,http://www.deoksugung.go.kr
169,덕수궁 풍류 2020,덕수궁 풍류 ,A02080100,서울특별시 중구 세종대로 99,126.9749158128,37.5658042673,28.0,26.0,22.0,24.0,51.0,49.0,0.0,0.0,4.0,37.0,23.0,36.0,None,None,약 1시간,http://tong.visitkorea.or.kr/cms/resource/08/1965908_image3_1.jpg,"덕수궁 풍류는 매년 6월~10월 매주 목요일마다 진행되며, 도심 속 한가운데, 궁에서 듣게 되는 야간 전통예술 음악회로 고궁의 분위기에 어울리는 우리의 전통 음악﻿과 춤을 통해 전통문화의 아름다움을 느낄 수 있는 프로그램이다. 
&nbsp;국악을 사랑하고 우리문화를 지켜나가고자 하는 중요무형문화재 전승자(보유자, 전수조교 및 이수자)들의 열정적인 공연으로 채워질 예정이다. 더 이상 보기만 하는 문화재로써의 궁궐이 아닌 국민들에게 삶의 쉼터를 제공하고, 옛날 선조들이 듣던 국악을 다시금 들을 수 있는 장으로 운영되고 있는 덕수궁풍류는 우리문화를 새롭게 생각할 수 기회이자, 전통 공연을 즐길 수 있는 장으로 많은 이들에게 전통예술의 매력에 흠뻑 빠지는 계기가 될 것이다.",None,02-2270-1244,http://www.chf.or.kr
170,도봉문화원,도봉문화원,A02060700,서울특별시 도봉구 도봉로 552,127.03842973629999,37.6540895888,21.0,16.0,26.0,37.0,31.0,69.0,0.0,1.0,8.0,26.0,37.0,28.0,09:00~18:00,주차 가능,,http://tong.visitkorea.or.kr/cms/resource/18/1894718_image3_1.jpg,"<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 임시휴관(2020.08.16.~)</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>도봉문화원은 1994년에 설립되었으며 지역의 역사와 다양한 문화정보를 제공하여 지역주민의 문화적 삶의 질 향상을 위한 다양한 문화사업을 운영하고 있다.<br>","토요일, 일요일, 공휴일",도봉문화원 02-905-4026,http://www.dobong.or.kr
171,도봉산,도봉산,A01010400,서울특별시 도봉구 도봉산길,127.0184192271,37.696987014499996,0.0,1.0,99.0,0.0,42.0,58.0,0.0,2.0,17.0,39.0,27.0,15.0,,있음,None,http://tong.visitkorea.or.kr/cms/resource/65/1894465_image3_1.jpg,"북한산국립공원내 동북쪽에 있는 '도봉산'은 최고봉인 자운봉(740.2m)을 비롯하여 만장봉, 선인봉, 주봉, 오봉, 우이암 등의 암벽이 아름답기로 이름난 산인데 특히, 선인봉 암벽 등반코스로는 박쥐코스 등 37개 코스가 개척되어 있다.북한산 및 도봉산 지역의 60여 개 사찰 중 제일 오래된 건축물인 '천축사'를 비롯하여 망월사, 회룡사 등의 절과 도봉계곡, 송추계곡, 오봉계곡, 용어천계곡 등 아름다운 계곡을 안고 있으며, 교통이 편리하여 서울시민이나 근교 주민들에게 더없이 인기있는 하루 등산지이다.",연중무휴,031-828-8000,http://bukhan.knps.or.kr
172,도봉산 페스티벌 2020,도봉산 페스티벌 ,A02070200,온라인개최,127.0439570482,37.6527648428,43.0,23.0,25.0,9.0,38.0,62.0,0.0,1.0,6.0,26.0,31.0,36.0,None,None,,http://tong.visitkorea.or.kr/cms/resource/33/2678233_image2_1.jpg,"<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 온라인개최</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>도봉산페스티벌은 매년 가을 일상 속 도봉산을 발견하고 도봉산에서 즐기는 휴식과 자연을 주제로 열려온 축제이다. 2020년의 주요 프로그램은 코로나 19 상황 속에서 새로운 형식으로 기획된 챌린지와 캠페인 프로그램이다. 프로그램을 통해 지역 주민의 생활 공간에 스며 있는 도봉산을 보호하고 사람과 자연이 공존하고 상생할 수 있는 다양한 방법을 제시하며, 물리적 거리는 유지하되 주민이 함께 참여할 수 있는 온라인 형태의 페스티벌을 진행한다.

2018년 '도봉산을 바라보다', 2019년 '도봉산에 스며들다'라는 메시지에 이어 온라인으로 전환된 2020 도봉산페스티벌에서는 도봉산과 우리에게 찾아온 휴식의 의미를 되새기는 시간을 가진다.

도봉구의 주요 랜드마크로서, 항상 구민의 일상 속에 자리해온 도봉산을 인식하고 도심 속 자연이 주는 위로와 일상 속 휴식과 지속 가능 발전을 주제로 도봉산과 공존할 수 있는 방법을 고민한다.",None,070-4153-6392,https://www.dobongsanf.com
173,도봉서원,도봉서원,A02010700,서울특별시 도봉구 도봉산길 90,127.0291407181,37.688338214699996,29.0,26.0,24.0,21.0,56.0,44.0,0.0,6.0,19.0,34.0,24.0,17.0,,,None,,"도봉서원은 서울에 소재한 현존하는 유일한 서원으로 도봉산 입구 등산길에 오르면 우측 옛 영국사 터에 위치 해 있다. 남언경이 양주목사로 부임하여 1573년(선조6) 지방유림의 공의로 조광조(趙光祖)의 학문적 사상과 덕행을 추모하기 위해 창건하고 위패를 모셨다. 창건과 동시에 '도봉(道峰)'이라는 사액을 받았으며 송시열(宋時烈)을 추가 배향하였다. 1775년(영조 51) 어필사액을 다시 받아 선현배향과 지방교육의 일익을 담당하였다. 400여 년간 양주, 파주, 포천, 서울지역에 있는 선비들의 발길이 끊이지 않았다고 하나 홍선대원군의 서원철폐령으로 1871년 훼철되었으며 위패는 땅에 묻었다. 1903년 지방유림에 의해 단을 설치하여 봄, 가을에 향사를 지내 오다가 6.25전쟁으로 다시 중단되었다. 1970년 도봉서원재건위원회가 구성되어 1971년 복원 매년 음력 3월10일(춘향제), 9월10일(추향제)에 전국 유림 및 지역유지가 모여 전통향사를 지내고 있다.<br>",,02-2091-2262,http://tour.dobong.go.kr
174,도산공원,도산공원,A02020700,서울특별시 강남구 도산대로45길 20,127.0338117034,37.5214632538,26.0,30.0,24.0,20.0,54.0,46.0,0.0,2.0,13.0,39.0,25.0,21.0,24시간,,None,http://tong.visitkorea.or.kr/cms/resource/60/2678560_image3_1.jpg,"서울시 강남구 신사동에 자리한 근린공원이다.
 1970년 3월 10일 박정희 전 대통령은 도산 안창호 선생이 이 나라 자주와 독립을 위해 바친 위대한 애국정신과 민중의 교화를 위한 교육정신을 국민의 귀감으로 삼게 하고자 도산공원을 조성할 것을 지시한다. <br />이에 서울시는 1973년 강남구 신사동에 약 1만여평 공원을 조성하고, 망우리 공동묘지에서 선생의 유해를 이장하는 동시에 미국 로스앤젤레스에서 부인 이혜련 여사의 유해를 옮겨와 합장하였다.  그 후, 강남구 청담동에서 논현동에 이르는 노폭 50m 연장 3250m의 신설가로를 도산대로로 명명하였다.<br />
공원 내에는 도산 선생 기념물로 동상 1기, 어록비 1기, 비문해설기 1기 등이 설치되어 있으며, 매년 3월 10일 이곳에서 홍사단 및 도산기념 사업회 주관으로 도산 선생 추모 기념 행사를 거행한다. <br>",연중무휴,02-543-2558,http://www.gangnam.go.kr
